DATE,DEF,NDX 100 (Stooq ^NDX),"TQQQ (YF+SS 1%, ER 0.95%)","QLD (YF+SS 1%, ER 0.95%)",S&P 500 (Stooq ^SPX),1.00%,<- SS,0.95%,<- ER,TQQQ NO TAX,QLD NO TAX
1992. 8. 4,3.28,311.08,1.2355,0.41,424.36,,,,,0.19632,0.17897
1992. 8. 5,3.35,306.58,1.1816,0.4,422.19,,,,,0.1878,0.17379
1992. 8. 6,3.34,304.56,1.1579,0.39,420.59,,,,,0.18409,0.1715
1992. 8. 7,3.2,303.32,1.1435,0.39,418.88,,,,,0.18184,0.1701
1992. 8. 10,3.32,304.23,1.1529,0.39,419.42,,,,,0.18347,0.17112
1992. 8. 11,3.23,302.51,1.133,0.39,418.9,,,,,0.18036,0.16919
1992. 8. 12,3.22,300.95,1.1152,0.38,417.78,,,,,0.17757,0.16744
1992. 8. 13,3.3,301.27,1.1185,0.38,417.73,,,,,0.17814,0.1678
1992. 8. 14,3.22,302.23,1.1289,0.39,419.91,,,,,0.17984,0.16887
1992. 8. 17,3.54,300.39,1.1074,0.38,420.74,,,,,0.17656,0.16681
1992. 8. 18,3.26,300.44,1.1076,0.38,421.34,,,,,0.17664,0.16687
1992. 8. 19,3.56,298.32,1.0839,0.38,418.19,,,,,0.17291,0.16451
1992. 8. 20,3.37,299.42,1.0956,0.38,418.26,,,,,0.17482,0.16573
1992. 8. 21,3.2,295.69,1.0543,0.37,414.85,,,,,0.16828,0.1616
1992. 8. 24,3.35,290.71,1.0002,0.36,410.72,,,,,0.15978,0.15615
1992. 8. 25,3.29,292.08,1.0141,0.36,411.61,,,,,0.16204,0.15763
1992. 8. 26,3.31,296.2,1.0568,0.37,413.51,,,,,0.1689,0.16207
1992. 8. 27,3.36,299.46,1.0914,0.38,413.53,,,,,0.17447,0.16564
1992. 8. 28,3.28,299.14,1.0876,0.38,414.84,,,,,0.17392,0.16529
1992. 8. 31,3.51,299.26,1.088,0.38,414.03,,,,,0.17412,0.16542
1992. 9. 1,3.39,301.97,1.1173,0.38,416.07,,,,,0.17886,0.16841
1992. 9. 2,3.21,306.57,1.1681,0.4,417.98,,,,,0.18703,0.17355
1992. 9. 3,3.33,308.17,1.186,0.4,417.98,,,,,0.18996,0.17536
1992. 9. 4,3.02,306.39,1.1652,0.4,417.08,,,,,0.18667,0.17333
1992. 9. 8,3.13,305.77,1.1569,0.39,414.44,,,,,0.18553,0.17263
1992. 9. 9,3.08,309.99,1.2046,0.4,416.36,,,,,0.19321,0.17739
1992. 9. 10,3.06,314.82,1.2606,0.42,419.95,,,,,0.20225,0.18292
1992. 9. 11,3.01,315.19,1.2647,0.42,419.58,,,,,0.20296,0.18335
1992. 9. 14,3.22,324.63,1.3774,0.44,425.27,,,,,0.22119,0.19434
1992. 9. 15,3.2,319.89,1.3167,0.43,419.77,,,,,0.21151,0.18866
1992. 9. 16,4.48,318.45,1.2986,0.43,419.92,,,,,0.20865,0.18696
1992. 9. 17,3.22,319.23,1.3077,0.43,419.93,,,,,0.21018,0.18788
1992. 9. 18,3.02,319.91,1.3157,0.43,422.93,,,,,0.21153,0.18868
1992. 9. 21,3.1,319.26,1.3067,0.43,422.14,,,,,0.21024,0.18791
1992. 9. 22,3.04,314.27,1.2451,0.41,417.14,,,,,0.20038,0.18204
1992. 9. 23,3.06,315.82,1.2632,0.42,417.44,,,,,0.20334,0.18383
1992. 9. 24,3.15,317.54,1.2835,0.42,418.47,,,,,0.20667,0.18584
1992. 9. 25,3.19,310.23,1.1946,0.4,414.35,,,,,0.19239,0.17728
1992. 9. 28,3.45,307.87,1.1664,0.4,416.62,,,,,0.188,0.17458
1992. 9. 29,3.26,310.65,1.1977,0.4,416.8,,,,,0.19309,0.17774
1992. 9. 30,4.47,313.18,1.2266,0.41,417.8,,,,,0.19781,0.18063
1992. 10. 1,3.58,309.04,1.1776,0.4,416.29,,,,,0.18997,0.17585
1992. 10. 2,3.15,304.39,1.1241,0.39,410.47,,,,,0.18139,0.17056
1992. 10. 5,3.22,303.68,1.1153,0.39,407.57,,,,,0.18012,0.16977
1992. 10. 6,3.1,307.96,1.1622,0.4,407.18,,,,,0.18774,0.17455
1992. 10. 7,3.06,305.38,1.1327,0.39,404.25,,,,,0.18302,0.17163
1992. 10. 8,3.04,308.35,1.1655,0.4,407.75,,,,,0.18836,0.17497
1992. 10. 9,2.97,305.63,1.1343,0.39,402.66,,,,,0.18338,0.17188
1992. 10. 12,2.97,308.11,1.1611,0.4,407.44,,,,,0.18784,0.17467
1992. 10. 13,3.53,310.13,1.1837,0.4,409.3,,,,,0.19153,0.17696
1992. 10. 14,3.96,309.58,1.177,0.4,409.37,,,,,0.19052,0.17633
1992. 10. 15,3.4,312.14,1.2059,0.41,409.6,,,,,0.19524,0.17925
1992. 10. 16,2.99,316.39,1.2548,0.42,411.73,,,,,0.20322,0.18413
1992. 10. 19,3.05,322.79,1.33,0.43,414.98,,,,,0.21555,0.19158
1992. 10. 20,2.97,323.38,1.337,0.44,415.48,,,,,0.21673,0.19228
1992. 10. 21,2.95,326.07,1.37,0.44,415.67,,,,,0.22214,0.19548
1992. 10. 22,2.96,326.1,1.3701,0.44,414.9,,,,,0.2222,0.19551
1992. 10. 23,2.9,325.44,1.3614,0.44,414.1,,,,,0.22085,0.19472
1992. 10. 26,3.12,327.17,1.3822,0.45,418.16,,,,,0.22437,0.19679
1992. 10. 27,2.91,323.92,1.3406,0.44,418.49,,,,,0.21769,0.19288
1992. 10. 28,3.06,326.67,1.3744,0.44,420.13,,,,,0.22323,0.19616
1992. 10. 29,3.08,331.09,1.4299,0.46,420.86,,,,,0.23229,0.20147
1992. 10. 30,3.04,329.15,1.4044,0.45,418.68,,,,,0.22821,0.1991
1992. 11. 2,3.21,330.33,1.4184,0.45,422.75,,,,,0.23066,0.20053
1992. 11. 3,3.09,325.96,1.3618,0.44,419.92,,,,,0.22151,0.19523
1992. 11. 4,2.98,327.76,1.384,0.45,417.11,,,,,0.22518,0.19738
1992. 11. 5,2.92,336.49,1.4942,0.47,418.34,,,,,0.24317,0.2079
1992. 11. 6,2.86,338.14,1.5159,0.48,417.58,,,,,0.24675,0.20994
1992. 11. 9,2.98,340.58,1.5476,0.48,418.59,,,,,0.25209,0.21297
1992. 11. 10,2.93,344.39,1.5992,0.49,418.62,,,,,0.26055,0.21773
1992. 11. 11,2.93,347.86,1.6471,0.5,422.2,,,,,0.26843,0.22212
1992. 11. 12,3.04,346.8,1.6316,0.5,422.87,,,,,0.26597,0.22076
1992. 11. 13,2.85,348.49,1.6551,0.5,422.43,,,,,0.26986,0.22292
1992. 11. 16,3.28,344.63,1.5989,0.49,420.68,,,,,0.26089,0.21798
1992. 11. 17,3.06,338.23,1.5094,0.47,419.27,,,,,0.24636,0.20988
1992. 11. 18,2.89,344.31,1.5904,0.49,422.85,,,,,0.25964,0.21743
1992. 11. 19,2.94,346.76,1.624,0.5,423.61,,,,,0.26519,0.22052
1992. 11. 20,2.9,348.8,1.6523,0.5,426.65,,,,,0.26987,0.22312
1992. 11. 23,2.89,343.44,1.5749,0.49,425.12,,,,,0.25743,0.21626
1992. 11. 24,2.58,349.98,1.6645,0.51,427.59,,,,,0.27213,0.2245
1992. 11. 25,4.6,349.66,1.6596,0.51,429.19,,,,,0.27139,0.22409
1992. 11. 27,3.13,349.32,1.6536,0.5,430.16,,,,,0.27059,0.22365
1992. 11. 30,3.45,350.96,1.6756,0.51,431.35,,,,,0.27441,0.22575
1992. 12. 1,3.17,352.67,1.6997,0.51,430.78,,,,,0.27842,0.22795
1992. 12. 2,2.99,351.57,1.6833,0.51,429.89,,,,,0.27581,0.22653
1992. 12. 3,3,354.79,1.7292,0.52,429.91,,,,,0.28339,0.23068
1992. 12. 4,2.86,358.4,1.7815,0.53,432.06,,,,,0.29204,0.23537
1992. 12. 7,2.92,361.83,1.8314,0.54,435.31,,,,,0.30043,0.23988
1992. 12. 8,2.77,360.58,1.812,0.54,436.99,,,,,0.29731,0.23822
1992. 12. 9,3.3,357.82,1.7699,0.53,435.65,,,,,0.29048,0.23457
1992. 12. 10,3.08,354.55,1.7209,0.52,434.64,,,,,0.28252,0.23028
1992. 12. 11,2.76,350.89,1.6672,0.51,433.73,,,,,0.27377,0.22553
1992. 12. 14,2.99,349.4,1.6448,0.5,432.84,,,,,0.27028,0.22361
1992. 12. 15,3.17,346.95,1.6098,0.5,432.57,,,,,0.2646,0.22048
1992. 12. 16,3.02,348.95,1.6372,0.5,431.52,,,,,0.26917,0.22302
1992. 12. 17,2.97,356.85,1.748,0.52,435.43,,,,,0.28746,0.23312
1992. 12. 18,2.73,357.89,1.7629,0.53,441.28,,,,,0.28997,0.23448
1992. 12. 21,3.06,359.33,1.7829,0.53,440.7,,,,,0.29347,0.23636
1992. 12. 22,2.97,355.64,1.7275,0.52,440.31,,,,,0.28443,0.23151
1992. 12. 23,3.38,356.49,1.7395,0.52,439.03,,,,,0.28647,0.23262
1992. 12. 24,2.85,357.56,1.7547,0.53,439.77,,,,,0.28905,0.23401
1992. 12. 28,3.27,359.07,1.7753,0.53,439.15,,,,,0.29271,0.23599
1992. 12. 29,2.74,359.81,1.7858,0.53,437.98,,,,,0.29452,0.23696
1992. 12. 30,2.6,359.93,1.7871,0.53,438.82,,,,,0.29481,0.23712
1992. 12. 31,2.66,360.18,1.7905,0.53,435.71,,,,,0.29543,0.23745
1993. 1. 4,3.6,356.37,1.732,0.52,435.38,,,,,0.28605,0.23243
1993. 1. 5,3.33,360.23,1.7878,0.53,434.34,,,,,0.29535,0.23746
1993. 1. 6,3.62,366.97,1.8877,0.55,434.52,,,,,0.31193,0.24635
1993. 1. 7,3.25,364.02,1.8416,0.54,430.73,,,,,0.3044,0.24239
1993. 1. 8,2.93,365.54,1.8642,0.55,429.05,,,,,0.30822,0.24441
1993. 1. 11,3.06,370.8,1.9433,0.56,430.95,,,,,0.32152,0.25144
1993. 1. 12,2.91,367.9,1.8972,0.55,431.04,,,,,0.31398,0.24751
1993. 1. 13,2.87,375.85,2.0198,0.58,433.03,,,,,0.33433,0.25821
1993. 1. 14,2.97,381.34,2.1078,0.6,435.94,,,,,0.34898,0.26575
1993. 1. 15,2.96,379.23,2.0723,0.59,437.15,,,,,0.34319,0.26281
1993. 1. 18,2.96,378.76,2.0631,0.59,436.84,,,,,0.34191,0.26216
1993. 1. 19,3.35,376.02,2.0178,0.58,435.13,,,,,0.33449,0.25837
1993. 1. 20,3.56,375.73,2.0126,0.58,433.37,,,,,0.33372,0.25797
1993. 1. 21,3.05,379.34,2.07,0.59,435.49,,,,,0.34334,0.26292
1993. 1. 22,2.86,377.82,2.0446,0.58,436.11,,,,,0.33921,0.26082
1993. 1. 25,3.06,381.05,2.0956,0.59,440.01,,,,,0.34791,0.26528
1993. 1. 26,2.96,379.38,2.0675,0.59,439.95,,,,,0.34334,0.26295
1993. 1. 27,2.94,372.61,1.9563,0.57,438.11,,,,,0.32496,0.25357
1993. 1. 28,2.97,370.67,1.9253,0.56,438.66,,,,,0.31988,0.25093
1993. 1. 29,3.02,370.56,1.9231,0.56,438.78,,,,,0.3196,0.25078
1993. 2. 1,3.25,375.48,1.9983,0.58,442.52,,,,,0.33233,0.25744
1993. 2. 2,3.18,377.44,2.0291,0.58,442.55,,,,,0.33753,0.26013
1993. 2. 3,3.56,376.54,2.014,0.58,447.2,,,,,0.33512,0.25888
1993. 2. 4,3.08,374.24,1.9766,0.57,449.56,,,,,0.32898,0.25572
1993. 2. 5,2.87,369,1.893,0.56,448.93,,,,,0.31516,0.24856
1993. 2. 8,2.94,365.73,1.8413,0.55,447.85,,,,,0.30678,0.24416
1993. 2. 9,2.9,362.95,1.7989,0.54,445.33,,,,,0.29978,0.24044
1993. 2. 10,2.88,367.3,1.8631,0.55,446.23,,,,,0.31056,0.24621
1993. 2. 11,2.97,366.33,1.8479,0.55,447.66,,,,,0.3081,0.24491
1993. 2. 12,2.95,361.19,1.7697,0.53,444.58,,,,,0.29513,0.23803
1993. 2. 16,3.59,346.89,1.5578,0.49,433.91,,,,,0.26008,0.21919
1993. 2. 17,3.09,345.91,1.5441,0.49,433.3,,,,,0.25787,0.21795
1993. 2. 18,2.98,348.28,1.5755,0.49,431.9,,,,,0.26317,0.22093
1993. 2. 19,2.86,347.92,1.5702,0.49,434.22,,,,,0.26236,0.22048
1993. 2. 22,2.96,340.35,1.4666,0.47,435.24,,,,,0.24523,0.21088
1993. 2. 23,2.91,341.24,1.4777,0.47,434.8,,,,,0.24716,0.21199
1993. 2. 24,2.91,350.12,1.5927,0.5,440.87,,,,,0.26645,0.22302
1993. 2. 25,3.03,351.67,1.6135,0.5,442.34,,,,,0.26999,0.22499
1993. 2. 26,3.18,351.14,1.6058,0.5,443.38,,,,,0.26877,0.22432
1993. 3. 1,3.65,349.1,1.5766,0.49,442.01,,,,,0.26409,0.22171
1993. 3. 2,3.19,356.21,1.6725,0.51,447.9,,,,,0.28022,0.23074
1993. 3. 3,3.29,359.96,1.7249,0.52,449.26,,,,,0.28907,0.2356
1993. 3. 4,3.1,355.53,1.6607,0.51,447.34,,,,,0.2784,0.2298
1993. 3. 5,3.02,355.57,1.6609,0.51,446.11,,,,,0.27849,0.22985
1993. 3. 8,3.06,359.44,1.7139,0.52,454.71,,,,,0.28759,0.23485
1993. 3. 9,2.98,359.4,1.7129,0.52,454.4,,,,,0.28749,0.2348
1993. 3. 10,2.96,361.26,1.739,0.53,456.33,,,,,0.29195,0.23723
1993. 3. 11,3,361.73,1.7454,0.53,453.72,,,,,0.29309,0.23785
1993. 3. 12,2.93,362.65,1.7583,0.53,449.83,,,,,0.29533,0.23906
1993. 3. 15,3.16,364.32,1.7813,0.54,451.43,,,,,0.29941,0.24126
1993. 3. 16,2.72,363.61,1.7704,0.53,451.37,,,,,0.29766,0.24032
1993. 3. 17,3.58,355.65,1.6537,0.51,448.31,,,,,0.27811,0.2298
1993. 3. 18,3.03,355.5,1.6512,0.51,451.89,,,,,0.27776,0.2296
1993. 3. 19,2.88,351.55,1.5957,0.5,450.18,,,,,0.2685,0.2245
1993. 3. 22,2.99,349.42,1.5656,0.49,448.88,,,,,0.26362,0.22178
1993. 3. 23,2.93,348.14,1.548,0.49,448.76,,,,,0.26072,0.22016
1993. 3. 24,2.92,348.51,1.5525,0.49,448.07,,,,,0.26155,0.22063
1993. 3. 25,3.05,354.38,1.6306,0.51,450.88,,,,,0.27477,0.22806
1993. 3. 26,3.04,352.64,1.6062,0.5,447.78,,,,,0.27072,0.22582
1993. 3. 29,3.34,351.4,1.588,0.5,450.77,,,,,0.26787,0.22423
1993. 3. 30,2.91,357.72,1.6733,0.52,451.97,,,,,0.28232,0.2323
1993. 3. 31,3.83,359.42,1.6968,0.52,451.67,,,,,0.28634,0.2345
1993. 4. 1,3.31,354.33,1.6242,0.51,450.3,,,,,0.27418,0.22786
1993. 4. 2,3.13,341.18,1.4429,0.47,441.39,,,,,0.24365,0.21095
1993. 4. 5,3.15,344.7,1.4865,0.48,442.29,,,,,0.25119,0.2153
1993. 4. 6,2.97,340.55,1.4324,0.47,441.16,,,,,0.24212,0.21012
1993. 4. 7,2.93,345.18,1.4905,0.48,442.73,,,,,0.252,0.21583
1993. 4. 8,2.94,341.56,1.4432,0.47,441.84,,,,,0.24407,0.2113
1993. 4. 12,3.11,349.01,1.5362,0.49,448.37,,,,,0.26004,0.22052
1993. 4. 13,2.98,345.87,1.4944,0.48,449.22,,,,,0.25302,0.21655
1993. 4. 14,3.03,346.49,1.5021,0.48,448.66,,,,,0.25438,0.21733
1993. 4. 15,3.15,343.89,1.4679,0.47,448.4,,,,,0.24865,0.21407
1993. 4. 16,2.84,340.65,1.426,0.46,448.94,,,,,0.24163,0.21003
1993. 4. 19,2.94,337.45,1.3848,0.46,447.46,,,,,0.23482,0.20609
1993. 4. 20,2.84,339.06,1.4043,0.46,445.1,,,,,0.23818,0.20805
1993. 4. 21,2.95,340.2,1.4181,0.46,443.63,,,,,0.24058,0.20945
1993. 4. 22,2.97,338.48,1.3963,0.46,439.46,,,,,0.23693,0.20734
1993. 4. 23,2.85,333.66,1.3363,0.45,437.03,,,,,0.22681,0.20143
1993. 4. 26,2.99,327.28,1.2587,0.43,433.54,,,,,0.2138,0.19373
1993. 4. 27,2.72,334.6,1.3428,0.45,438.01,,,,,0.22814,0.20239
1993. 4. 28,2.88,339.66,1.4034,0.46,438.02,,,,,0.23849,0.20851
1993. 4. 29,2.94,338.98,1.3946,0.46,438.89,,,,,0.23706,0.20768
1993. 4. 30,3.01,339.95,1.4063,0.46,440.19,,,,,0.2391,0.20887
1993. 5. 3,3.03,344.97,1.4675,0.47,442.46,,,,,0.24969,0.21504
1993. 5. 4,2.94,353.28,1.5732,0.5,444.05,,,,,0.26773,0.2254
1993. 5. 5,2.9,355.35,1.6005,0.5,444.52,,,,,0.27244,0.22804
1993. 5. 6,2.88,351.71,1.5509,0.49,443.26,,,,,0.26407,0.22337
1993. 5. 7,2.83,353.23,1.5707,0.5,442.31,,,,,0.26749,0.2253
1993. 5. 10,2.99,354.85,1.5912,0.5,442.8,,,,,0.27117,0.22736
1993. 5. 11,2.98,353.01,1.566,0.5,444.36,,,,,0.26695,0.22501
1993. 5. 12,2.95,350.96,1.5383,0.49,444.8,,,,,0.2623,0.22239
1993. 5. 13,2.97,347.71,1.4952,0.48,439.23,,,,,0.25502,0.21827
1993. 5. 14,2.94,349.8,1.5218,0.49,439.56,,,,,0.25961,0.2209
1993. 5. 17,3.34,352.67,1.5582,0.49,440.37,,,,,0.266,0.22452
1993. 5. 18,2.97,356,1.6019,0.5,440.32,,,,,0.27354,0.22876
1993. 5. 19,2.94,364.67,1.7185,0.53,447.57,,,,,0.29352,0.23991
1993. 5. 20,2.97,370.45,1.7998,0.55,450.59,,,,,0.30748,0.24751
1993. 5. 21,2.96,366.67,1.7443,0.53,445.84,,,,,0.29807,0.24246
1993. 5. 24,3.15,367.09,1.749,0.54,448,,,,,0.29909,0.24301
1993. 5. 25,3.21,366.22,1.7361,0.53,448.85,,,,,0.29697,0.24186
1993. 5. 26,3.26,374.35,1.8513,0.56,453.44,,,,,0.31675,0.2526
1993. 5. 27,3.11,372.73,1.8268,0.55,452.41,,,,,0.31263,0.25041
1993. 5. 28,3.02,368.11,1.7584,0.54,450.19,,,,,0.30101,0.24421
1993. 6. 1,3.33,372.53,1.82,0.55,453.83,,,,,0.31185,0.25007
1993. 6. 2,3.12,372.68,1.8217,0.55,453.85,,,,,0.31223,0.25027
1993. 6. 3,3.03,372.06,1.8121,0.55,452.49,,,,,0.31067,0.24944
1993. 6. 4,2.98,368.62,1.7614,0.54,450.06,,,,,0.30205,0.24483
1993. 6. 7,3.14,364.36,1.6991,0.53,447.69,,,,,0.29158,0.23917
1993. 6. 8,2.72,360.74,1.648,0.52,444.71,,,,,0.28289,0.23442
1993. 6. 9,2.92,360.25,1.6409,0.51,445.78,,,,,0.28174,0.23378
1993. 6. 10,3.01,359.55,1.6309,0.51,445.38,,,,,0.28009,0.23287
1993. 6. 11,2.93,363.08,1.6786,0.52,447.26,,,,,0.28834,0.23744
1993. 6. 14,3.06,367.14,1.7336,0.53,447.71,,,,,0.29802,0.24275
1993. 6. 15,3.14,366.98,1.7309,0.53,446.27,,,,,0.29763,0.24254
1993. 6. 16,3.04,365.02,1.7028,0.53,447.43,,,,,0.29286,0.23995
1993. 6. 17,3.02,364.01,1.6882,0.52,448.54,,,,,0.29043,0.23862
1993. 6. 18,2.91,357.96,1.6036,0.51,443.68,,,,,0.27595,0.23069
1993. 6. 21,3.03,357.86,1.6011,0.51,446.22,,,,,0.27571,0.23056
1993. 6. 22,2.98,356.2,1.5784,0.5,445.93,,,,,0.27188,0.22842
1993. 6. 23,3.24,354.93,1.5612,0.5,443.19,,,,,0.26897,0.2268
1993. 6. 24,3.02,357.83,1.599,0.51,446.62,,,,,0.27556,0.2305
1993. 6. 25,2.96,362.23,1.6576,0.52,447.6,,,,,0.28573,0.23617
1993. 6. 28,3.08,368.45,1.7418,0.54,451.85,,,,,0.30045,0.24428
1993. 6. 29,3,365.96,1.706,0.53,450.69,,,,,0.29436,0.24098
1993. 6. 30,3.92,366.12,1.7078,0.53,450.53,,,,,0.29474,0.24119
1993. 7. 1,3.27,363.73,1.6739,0.52,449.02,,,,,0.28897,0.23804
1993. 7. 2,2.96,364.21,1.6801,0.52,445.84,,,,,0.29011,0.23867
1993. 7. 6,3.19,360.8,1.6312,0.51,441.43,,,,,0.28196,0.2342
1993. 7. 7,3.39,357.86,1.5909,0.5,442.83,,,,,0.27507,0.23038
1993. 7. 8,3.09,360.7,1.6284,0.51,448.64,,,,,0.28162,0.23404
1993. 7. 9,2.96,362.46,1.6518,0.52,448.11,,,,,0.28574,0.23632
1993. 7. 12,3.12,362.87,1.6562,0.52,448.98,,,,,0.28671,0.23686
1993. 7. 13,2.99,361.98,1.6436,0.52,448.09,,,,,0.2846,0.2357
1993. 7. 14,2.97,363.74,1.6672,0.52,450.08,,,,,0.28875,0.23799
1993. 7. 15,3.13,360.46,1.6217,0.51,449.22,,,,,0.28094,0.2337
1993. 7. 16,2.97,351.07,1.4945,0.48,445.75,,,,,0.25899,0.22152
1993. 7. 19,3.13,349.06,1.4677,0.48,446.03,,,,,0.25454,0.21898
1993. 7. 20,3.08,355.76,1.5519,0.5,447.31,,,,,0.2692,0.22739
1993. 7. 21,3.36,352.64,1.5107,0.49,447.18,,,,,0.26211,0.2234
1993. 7. 22,3.12,348.35,1.4551,0.48,444.51,,,,,0.25255,0.21797
1993. 7. 23,2.99,353.2,1.5155,0.49,447.1,,,,,0.2631,0.22404
1993. 7. 26,3.11,356.4,1.5556,0.5,449.09,,,,,0.27025,0.2281
1993. 7. 27,3.01,352.02,1.4979,0.49,448.24,,,,,0.26028,0.22249
1993. 7. 28,2.98,356.81,1.5586,0.5,447.19,,,,,0.27091,0.22854
1993. 7. 29,3.04,357.33,1.5651,0.5,450.24,,,,,0.27209,0.22921
1993. 7. 30,3.07,352.86,1.5059,0.49,448.13,,,,,0.26188,0.22348
1993. 8. 2,3.26,355.25,1.5354,0.49,450.15,,,,,0.2672,0.2265
1993. 8. 3,3.06,356.23,1.5477,0.5,449.27,,,,,0.26941,0.22775
1993. 8. 4,3.14,360.11,1.5979,0.51,448.54,,,,,0.27822,0.23271
1993. 8. 5,3.05,362.41,1.6281,0.51,448.13,,,,,0.28355,0.23569
1993. 8. 6,2.96,363.14,1.6375,0.52,448.68,,,,,0.28526,0.23664
1993. 8. 9,3.04,362.3,1.625,0.51,450.72,,,,,0.28328,0.23554
1993. 8. 10,2.96,358.64,1.5753,0.5,449.45,,,,,0.2747,0.23078
1993. 8. 11,2.92,359.73,1.5893,0.51,450.46,,,,,0.2772,0.23219
1993. 8. 12,2.97,359.4,1.5845,0.5,448.96,,,,,0.27644,0.23176
1993. 8. 13,3,360.45,1.598,0.51,450.14,,,,,0.27886,0.23311
1993. 8. 16,3.34,370.6,1.7319,0.54,452.38,,,,,0.30242,0.24624
1993. 8. 17,3.1,374.16,1.7813,0.55,453.13,,,,,0.31113,0.25097
1993. 8. 18,3.02,375.82,1.8046,0.55,456.04,,,,,0.31528,0.2532
1993. 8. 19,3.02,370.27,1.7242,0.53,456.43,,,,,0.30131,0.24572
1993. 8. 20,2.95,370.87,1.7321,0.54,456.16,,,,,0.30277,0.24652
1993. 8. 23,3.01,370.49,1.7255,0.53,455.23,,,,,0.30184,0.24601
1993. 8. 24,2.95,371,1.7322,0.54,459.77,,,,,0.30309,0.24669
1993. 8. 25,3.03,367.95,1.6891,0.53,460.13,,,,,0.29561,0.24263
1993. 8. 26,3.06,364.67,1.6435,0.52,461.04,,,,,0.28771,0.23831
1993. 8. 27,2.99,366.5,1.6678,0.52,460.54,,,,,0.29204,0.2407
1993. 8. 30,3.11,369.3,1.7048,0.53,461.9,,,,,0.29873,0.24438
1993. 8. 31,3.19,372.65,1.7508,0.54,463.56,,,,,0.30686,0.24881
1993. 9. 1,3.25,374.16,1.7716,0.54,463.15,,,,,0.31059,0.25083
1993. 9. 2,3.03,374.57,1.777,0.55,461.3,,,,,0.31161,0.25138
1993. 9. 3,2.94,373.7,1.7641,0.54,461.34,,,,,0.30944,0.25021
1993. 9. 7,3.11,366.68,1.663,0.52,458.52,,,,,0.292,0.24081
1993. 9. 8,3.02,364.85,1.6377,0.52,456.65,,,,,0.28763,0.23841
1993. 9. 9,2.99,368.3,1.6837,0.53,457.5,,,,,0.29579,0.24291
1993. 9. 10,2.94,370.64,1.7154,0.53,461.72,,,,,0.30143,0.246
1993. 9. 13,3.05,367.59,1.6718,0.52,462.06,,,,,0.29399,0.24195
1993. 9. 14,3,364.2,1.6251,0.51,459.9,,,,,0.28585,0.23749
1993. 9. 15,3.38,367.32,1.6665,0.52,461.6,,,,,0.2932,0.24156
1993. 9. 16,3.1,365.74,1.6446,0.52,459.43,,,,,0.28942,0.23948
1993. 9. 17,2.99,366.18,1.6501,0.52,458.83,,,,,0.29046,0.24006
1993. 9. 20,3.38,367.45,1.666,0.52,455.05,,,,,0.29348,0.24172
1993. 9. 21,3.23,365.64,1.641,0.52,452.95,,,,,0.28915,0.23934
1993. 9. 22,3.14,374,1.7531,0.54,456.2,,,,,0.30898,0.25028
1993. 9. 23,3.06,377.07,1.7958,0.55,457.74,,,,,0.31659,0.25439
1993. 9. 24,2.99,378.04,1.8092,0.55,457.63,,,,,0.31903,0.2557
1993. 9. 27,3.16,382.51,1.8721,0.57,461.8,,,,,0.33035,0.26175
1993. 9. 28,3.08,386.02,1.9231,0.58,461.53,,,,,0.33944,0.26655
1993. 9. 29,3.1,386.89,1.9356,0.58,460.11,,,,,0.34174,0.26775
1993. 9. 30,3.99,382.71,1.8724,0.57,458.93,,,,,0.33066,0.26197
1993. 10. 1,3.19,382.81,1.8733,0.57,461.28,,,,,0.33092,0.26211
1993. 10. 4,3.11,384.3,1.8937,0.57,461.34,,,,,0.33479,0.26415
1993. 10. 5,3.04,381.27,1.8485,0.56,461.2,,,,,0.32687,0.25998
1993. 10. 6,2.98,380.42,1.8356,0.56,460.74,,,,,0.32468,0.25882
1993. 10. 7,2.95,377.99,1.8,0.55,459.18,,,,,0.31846,0.25552
1993. 10. 8,2.87,381.32,1.8471,0.56,460.31,,,,,0.32687,0.26002
1993. 10. 11,2.87,380.65,1.8361,0.56,460.88,,,,,0.32515,0.2591
1993. 10. 12,3.07,382.57,1.8634,0.57,461.12,,,,,0.33007,0.26172
1993. 10. 13,2.85,386.3,1.9175,0.58,461.49,,,,,0.33973,0.26682
1993. 10. 14,2.99,391.98,2.0016,0.59,466.83,,,,,0.35471,0.27467
1993. 10. 15,2.97,392.45,2.0083,0.59,469.5,,,,,0.35599,0.27533
1993. 10. 18,3.03,389.85,1.9669,0.59,468.45,,,,,0.34891,0.27168
1993. 10. 19,2.94,382.73,1.8586,0.56,466.21,,,,,0.3298,0.26175
1993. 10. 20,2.91,383.93,1.8757,0.57,466.07,,,,,0.3329,0.2634
1993. 10. 21,2.94,387.36,1.9255,0.58,465.36,,,,,0.34182,0.2681
1993. 10. 22,2.95,388.19,1.9374,0.58,463.27,,,,,0.34402,0.26925
1993. 10. 25,3.17,387.4,1.9241,0.58,464.2,,,,,0.34192,0.26816
1993. 10. 26,3.03,384.6,1.8819,0.57,464.3,,,,,0.3345,0.26428
1993. 10. 27,2.82,390.25,1.9644,0.59,464.61,,,,,0.34925,0.27204
1993. 10. 28,3.04,389.24,1.9487,0.58,467.73,,,,,0.34653,0.27064
1993. 10. 29,3.03,390.98,1.9743,0.59,467.83,,,,,0.35118,0.27306
1993. 11. 1,3.15,395.03,2.0342,0.6,469.1,,,,,0.36209,0.27871
